,filename,new_filename,label,group,delta,timestamp
1439,2019-04-05-12-36-04-419759-CAM1_pet-fonce.png,2019-04-05-12-36-04-419759-CAM1_pet-fonce_grp604.png,pet-fonce,604,0 days 00:00:01,2019-04-05 12:36:04
1440,2019-04-05-12-36-10-344372-CAM2_pet-fonce.png,2019-04-05-12-36-10-344372-CAM2_pet-fonce_grp605.png,pet-fonce,605,0 days 00:00:06,2019-04-05 12:36:10
1441,2019-04-05-12-36-11-042652-CAM1_pet-fonce.png,2019-04-05-12-36-11-042652-CAM1_pet-fonce_grp605.png,pet-fonce,605,0 days 00:00:01,2019-04-05 12:36:11
1442,2019-04-05-12-36-27-847255-CAM2_not-labeled.png,2019-04-05-12-36-27-847255-CAM2_pet-clair_grp606.png,pet-clair,606,0 days 00:00:16,2019-04-05 12:36:27
1443,2019-04-05-12-36-28-534694-CAM1_pet-clair.png,2019-04-05-12-36-28-534694-CAM1_pet-clair_grp606.png,pet-clair,606,0 days 00:00:01,2019-04-05 12:36:28
1444,2019-04-05-12-36-36-805280-CAM2_pe-hd-opaque.png,2019-04-05-12-36-36-805280-CAM2_pe-hd-opaque_grp607.png,pe-hd-opaque,607,0 days 00:00:08,2019-04-05 12:36:36
1445,2019-04-05-12-36-37-477870-CAM1_pe-hd-opaque.png,2019-04-05-12-36-37-477870-CAM1_pe-hd-opaque_grp607.png,pe-hd-opaque,607,0 days 00:00:01,2019-04-05 12:36:37
1446,2019-04-05-12-36-49-374544-CAM2_pet-clair.png,2019-04-05-12-36-49-374544-CAM2_pet-clair_grp608.png,pet-clair,608,0 days 00:00:12,2019-04-05 12:36:49
1447,2019-04-05-12-36-50-066586-CAM1_pet-clair.png,2019-04-05-12-36-50-066586-CAM1_pet-clair_grp608.png,pet-clair,608,0 days 00:00:01,2019-04-05 12:36:50
1448,2019-04-05-12-38-45-376958-CAM2_pet-clair.png,2019-04-05-12-38-45-376958-CAM2_pet-clair_grp609.png,pet-clair,609,0 days 00:01:55,2019-04-05 12:38:45
1449,2019-04-05-12-38-46-064383-CAM1_pet-clair.png,2019-04-05-12-38-46-064383-CAM1_pet-clair_grp609.png,pet-clair,609,0 days 00:00:01,2019-04-05 12:38:46
1450,2019-04-05-12-38-57-796257-CAM2_pet-clair.png,2019-04-05-12-38-57-796257-CAM2_pet-clair_grp610.png,pet-clair,610,0 days 00:00:11,2019-04-05 12:38:57
1451,2019-04-05-12-38-58-518470-CAM1_pet-clair.png,2019-04-05-12-38-58-518470-CAM1_pet-clair_grp610.png,pet-clair,610,0 days 00:00:01,2019-04-05 12:38:58
1452,2019-04-05-12-39-04-253307-CAM2_not-labeled.png,2019-04-05-12-39-04-253307-CAM2_not-labeled_grp611.png,not-labeled,611,0 days 00:00:06,2019-04-05 12:39:04
1453,2019-04-05-12-39-04-957396-CAM1_not-labeled.png,2019-04-05-12-39-04-957396-CAM1_not-labeled_grp611.png,not-labeled,611,0 days 00:00:00,2019-04-05 12:39:04
1454,2019-04-05-12-39-12-443066-CAM2_pp.png,2019-04-05-12-39-12-443066-CAM2_pp_grp612.png,pp,612,0 days 00:00:08,2019-04-05 12:39:12
1455,2019-04-05-12-39-13-117804-CAM1_pp.png,2019-04-05-12-39-13-117804-CAM1_pp_grp612.png,pp,612,0 days 00:00:01,2019-04-05 12:39:13
1456,2019-04-05-12-39-18-249321-CAM2_pet-clair.png,2019-04-05-12-39-18-249321-CAM2_pet-clair_grp613.png,pet-clair,613,0 days 00:00:05,2019-04-05 12:39:18
1457,2019-04-05-12-39-18-946755-CAM1_pet-clair.png,2019-04-05-12-39-18-946755-CAM1_pet-clair_grp613.png,pet-clair,613,0 days 00:00:00,2019-04-05 12:39:18
1458,2019-04-05-12-39-23-904639-CAM2_not-labeled.png,2019-04-05-12-39-23-904639-CAM2_pet-clair_grp614.png,pet-clair,614,0 days 00:00:05,2019-04-05 12:39:23
1459,2019-04-05-12-39-24-615403-CAM1_pet-clair.png,2019-04-05-12-39-24-615403-CAM1_pet-clair_grp614.png,pet-clair,614,0 days 00:00:01,2019-04-05 12:39:24
1460,2019-04-05-12-39-30-349434-CAM2_pet-clair.png,2019-04-05-12-39-30-349434-CAM2_pet-clair_grp615.png,pet-clair,615,0 days 00:00:06,2019-04-05 12:39:30
1461,2019-04-05-12-39-31-004165-CAM1_not-labeled.png,2019-04-05-12-39-31-004165-CAM1_pet-clair_grp615.png,pet-clair,615,0 days 00:00:01,2019-04-05 12:39:31
1462,2019-04-05-12-39-42-745174-CAM2_pet-clair.png,2019-04-05-12-39-42-745174-CAM2_pet-clair_grp616.png,pet-clair,616,0 days 00:00:11,2019-04-05 12:39:42
1463,2019-04-05-12-39-43-478973-CAM1_pet-clair.png,2019-04-05-12-39-43-478973-CAM1_pet-clair_grp616.png,pet-clair,616,0 days 00:00:01,2019-04-05 12:39:43
1464,2019-04-05-12-39-50-763743-CAM2_pe-hd-opaque.png,2019-04-05-12-39-50-763743-CAM2_pe-hd-opaque_grp617.png,pe-hd-opaque,617,0 days 00:00:07,2019-04-05 12:39:50
1465,2019-04-05-12-39-51-425332-CAM1_pe-hd-opaque.png,2019-04-05-12-39-51-425332-CAM1_pe-hd-opaque_grp617.png,pe-hd-opaque,617,0 days 00:00:01,2019-04-05 12:39:51
1466,2019-04-05-12-39-55-432514-CAM2_pe-hd-opaque.png,2019-04-05-12-39-55-432514-CAM2_pe-hd-opaque_grp618.png,pe-hd-opaque,618,0 days 00:00:04,2019-04-05 12:39:55
1467,2019-04-05-12-39-56-088656-CAM1_pe-hd-opaque.png,2019-04-05-12-39-56-088656-CAM1_pe-hd-opaque_grp618.png,pe-hd-opaque,618,0 days 00:00:01,2019-04-05 12:39:56
1468,2019-04-05-12-40-05-701954-CAM2_pet-clair.png,2019-04-05-12-40-05-701954-CAM2_pet-clair_grp619.png,pet-clair,619,0 days 00:00:09,2019-04-05 12:40:05
1469,2019-04-05-12-40-06-404154-CAM1_pet-clair.png,2019-04-05-12-40-06-404154-CAM1_pet-clair_grp619.png,pet-clair,619,0 days 00:00:01,2019-04-05 12:40:06
1470,2019-04-05-12-40-12-543557-CAM2_not-labeled.png,2019-04-05-12-40-12-543557-CAM2_godet-vide_grp620.png,godet-vide,620,0 days 00:00:06,2019-04-05 12:40:12
1471,2019-04-05-12-40-13-231027-CAM1_godet-vide.png,2019-04-05-12-40-13-231027-CAM1_godet-vide_grp620.png,godet-vide,620,0 days 00:00:01,2019-04-05 12:40:13
1472,2019-04-05-12-40-19-155695-CAM2_pet-fonce.png,2019-04-05-12-40-19-155695-CAM2_pet-fonce_grp621.png,pet-fonce,621,0 days 00:00:06,2019-04-05 12:40:19
1473,2019-04-05-12-40-19-890971-CAM1_not-labeled.png,2019-04-05-12-40-19-890971-CAM1_pet-fonce_grp621.png,pet-fonce,621,0 days 00:00:00,2019-04-05 12:40:19
1474,2019-04-05-12-40-28-142134-CAM2_pet-fonce.png,2019-04-05-12-40-28-142134-CAM2_pet-fonce_grp622.png,pet-fonce,622,0 days 00:00:09,2019-04-05 12:40:28
1475,2019-04-05-12-40-28-837331-CAM1_not-labeled.png,2019-04-05-12-40-28-837331-CAM1_pet-fonce_grp622.png,pet-fonce,622,0 days 00:00:00,2019-04-05 12:40:28
1476,2019-04-05-12-40-44-452057-CAM2_pet-clair.png,2019-04-05-12-40-44-452057-CAM2_pet-clair_grp623.png,pet-clair,623,0 days 00:00:16,2019-04-05 12:40:44
1477,2019-04-05-12-40-45-140058-CAM1_not-labeled.png,2019-04-05-12-40-45-140058-CAM1_pet-clair_grp623.png,pet-clair,623,0 days 00:00:01,2019-04-05 12:40:45
1478,2019-04-05-12-40-58-288785-CAM2_pet-fonce.png,2019-04-05-12-40-58-288785-CAM2_pet-fonce_grp624.png,pet-fonce,624,0 days 00:00:13,2019-04-05 12:40:58
1479,2019-04-05-12-40-58-997865-CAM1_pet-fonce.png,2019-04-05-12-40-58-997865-CAM1_pet-fonce_grp624.png,pet-fonce,624,0 days 00:00:00,2019-04-05 12:40:58
1480,2019-04-05-12-41-07-234416-CAM2_pet-fonce.png,2019-04-05-12-41-07-234416-CAM2_pet-fonce_grp625.png,pet-fonce,625,0 days 00:00:09,2019-04-05 12:41:07
1481,2019-04-05-12-41-07-985391-CAM1_pet-fonce.png,2019-04-05-12-41-07-985391-CAM1_pet-fonce_grp625.png,pet-fonce,625,0 days 00:00:00,2019-04-05 12:41:07
1482,2019-04-05-12-41-16-840544-CAM2_pet-fonce.png,2019-04-05-12-41-16-840544-CAM2_pet-fonce_grp626.png,pet-fonce,626,0 days 00:00:09,2019-04-05 12:41:16
1483,2019-04-05-12-41-17-573681-CAM1_pet-fonce.png,2019-04-05-12-41-17-573681-CAM1_pet-fonce_grp626.png,pet-fonce,626,0 days 00:00:01,2019-04-05 12:41:17
1484,2019-04-05-12-41-26-229502-CAM2_pp.png,2019-04-05-12-41-26-229502-CAM2_pp_grp627.png,pp,627,0 days 00:00:09,2019-04-05 12:41:26
1485,2019-04-05-12-41-26-901630-CAM1_pp.png,2019-04-05-12-41-26-901630-CAM1_pp_grp627.png,pp,627,0 days 00:00:00,2019-04-05 12:41:26
1486,2019-04-05-12-41-33-242077-CAM2_pp.png,2019-04-05-12-41-33-242077-CAM2_pp_grp628.png,pp,628,0 days 00:00:07,2019-04-05 12:41:33
1487,2019-04-05-12-41-33-922729-CAM1_pp.png,2019-04-05-12-41-33-922729-CAM1_pp_grp628.png,pp,628,0 days 00:00:00,2019-04-05 12:41:33
1488,2019-04-05-12-41-38-729757-CAM2_pp.png,2019-04-05-12-41-38-729757-CAM2_pp_grp629.png,pp,629,0 days 00:00:05,2019-04-05 12:41:38
1489,2019-04-05-12-41-39-401871-CAM1_pp.png,2019-04-05-12-41-39-401871-CAM1_pp_grp629.png,pp,629,0 days 00:00:01,2019-04-05 12:41:39
1490,2019-04-05-12-41-55-015130-CAM2_pp.png,2019-04-05-12-41-55-015130-CAM2_pp_grp630.png,pp,630,0 days 00:00:16,2019-04-05 12:41:55
1491,2019-04-05-12-41-55-775866-CAM1_pp.png,2019-04-05-12-41-55-775866-CAM1_pp_grp630.png,pp,630,0 days 00:00:00,2019-04-05 12:41:55
1492,2019-04-05-12-41-59-979562-CAM2_pp.png,2019-04-05-12-41-59-979562-CAM2_pp_grp631.png,pp,631,0 days 00:00:04,2019-04-05 12:41:59
1493,2019-04-05-12-42-00-673021-CAM1_pp.png,2019-04-05-12-42-00-673021-CAM1_pp_grp631.png,pp,631,0 days 00:00:01,2019-04-05 12:42:00
1494,2019-04-05-12-42-05-073220-CAM2_godet-vide.png,2019-04-05-12-42-05-073220-CAM2_godet-vide_grp632.png,godet-vide,632,0 days 00:00:05,2019-04-05 12:42:05
1495,2019-04-05-12-42-05-808569-CAM1_not-labeled.png,2019-04-05-12-42-05-808569-CAM1_godet-vide_grp632.png,godet-vide,632,0 days 00:00:00,2019-04-05 12:42:05
1496,2019-04-05-12-42-19-467471-CAM2_pet-clair.png,2019-04-05-12-42-19-467471-CAM2_pet-clair_grp633.png,pet-clair,633,0 days 00:00:14,2019-04-05 12:42:19
1497,2019-04-05-12-42-20-155753-CAM1_pet-clair.png,2019-04-05-12-42-20-155753-CAM1_pet-clair_grp633.png,pet-clair,633,0 days 00:00:01,2019-04-05 12:42:20
1498,2019-04-05-12-42-35-001174-CAM2_pet-clair.png,2019-04-05-12-42-35-001174-CAM2_pet-clair_grp634.png,pet-clair,634,0 days 00:00:15,2019-04-05 12:42:35
1499,2019-04-05-12-42-35-730204-CAM1_not-labeled.png,2019-04-05-12-42-35-730204-CAM1_pet-clair_grp634.png,pet-clair,634,0 days 00:00:00,2019-04-05 12:42:35
1500,2019-04-05-12-42-41-273998-CAM2_pet-clair.png,2019-04-05-12-42-41-273998-CAM2_pet-clair_grp635.png,pet-clair,635,0 days 00:00:06,2019-04-05 12:42:41
1501,2019-04-05-12-42-41-965473-CAM1_not-labeled.png,2019-04-05-12-42-41-965473-CAM1_pet-clair_grp635.png,pet-clair,635,0 days 00:00:00,2019-04-05 12:42:41
1502,2019-04-05-12-42-48-102320-CAM2_pet-clair.png,2019-04-05-12-42-48-102320-CAM2_pet-clair_grp636.png,pet-clair,636,0 days 00:00:07,2019-04-05 12:42:48
1503,2019-04-05-12-42-48-812537-CAM1_pet-clair.png,2019-04-05-12-42-48-812537-CAM1_pet-clair_grp636.png,pet-clair,636,0 days 00:00:00,2019-04-05 12:42:48
1504,2019-04-05-12-42-55-345199-CAM2_pet-clair.png,2019-04-05-12-42-55-345199-CAM2_pet-clair_grp637.png,pet-clair,637,0 days 00:00:07,2019-04-05 12:42:55
1505,2019-04-05-12-42-56-045342-CAM1_not-labeled.png,2019-04-05-12-42-56-045342-CAM1_pet-clair_grp637.png,pet-clair,637,0 days 00:00:01,2019-04-05 12:42:56
1506,2019-04-05-12-43-00-846040-CAM2_pet-clair.png,2019-04-05-12-43-00-846040-CAM2_pet-clair_grp638.png,pet-clair,638,0 days 00:00:04,2019-04-05 12:43:00
1507,2019-04-05-12-43-01-547787-CAM1_not-labeled.png,2019-04-05-12-43-01-547787-CAM1_pet-clair_grp638.png,pet-clair,638,0 days 00:00:01,2019-04-05 12:43:01
1508,2019-04-05-12-43-05-763372-CAM2_not-labeled.png,2019-04-05-12-43-05-763372-CAM2_pet-clair_grp639.png,pet-clair,639,0 days 00:00:04,2019-04-05 12:43:05
1509,2019-04-05-12-43-06-482791-CAM1_pet-clair.png,2019-04-05-12-43-06-482791-CAM1_pet-clair_grp639.png,pet-clair,639,0 days 00:00:01,2019-04-05 12:43:06
1510,2019-04-05-12-43-11-238150-CAM2_pet-clair.png,2019-04-05-12-43-11-238150-CAM2_pet-clair_grp640.png,pet-clair,640,0 days 00:00:05,2019-04-05 12:43:11
1511,2019-04-05-12-43-11-927855-CAM1_pet-clair.png,2019-04-05-12-43-11-927855-CAM1_pet-clair_grp640.png,pet-clair,640,0 days 00:00:00,2019-04-05 12:43:11
1512,2019-04-05-12-43-24-052453-CAM2_pet-fonce.png,2019-04-05-12-43-24-052453-CAM2_pet-fonce_grp641.png,pet-fonce,641,0 days 00:00:13,2019-04-05 12:43:24
1513,2019-04-05-12-43-24-745670-CAM1_pet-fonce.png,2019-04-05-12-43-24-745670-CAM1_pet-fonce_grp641.png,pet-fonce,641,0 days 00:00:00,2019-04-05 12:43:24
1514,2019-04-05-12-43-35-126762-CAM2_pe-hd-opaque.png,2019-04-05-12-43-35-126762-CAM2_pe-hd-opaque_grp642.png,pe-hd-opaque,642,0 days 00:00:11,2019-04-05 12:43:35
1515,2019-04-05-12-43-35-793345-CAM1_pe-hd-opaque.png,2019-04-05-12-43-35-793345-CAM1_pe-hd-opaque_grp642.png,pe-hd-opaque,642,0 days 00:00:00,2019-04-05 12:43:35
1516,2019-04-05-13-49-29-570944-CAM2_not-labeled.png,2019-04-05-13-49-29-570944-CAM2_not-labeled_grp643.png,not-labeled,643,0 days 01:05:54,2019-04-05 13:49:29
1517,2019-04-05-13-49-30-275444-CAM1_not-labeled.png,2019-04-05-13-49-30-275444-CAM1_not-labeled_grp643.png,not-labeled,643,0 days 00:00:01,2019-04-05 13:49:30
1518,2019-04-05-13-49-39-137524-CAM2_pet-clair.png,2019-04-05-13-49-39-137524-CAM2_pet-clair_grp644.png,pet-clair,644,0 days 00:00:09,2019-04-05 13:49:39
1519,2019-04-05-13-49-39-857368-CAM1_pet-clair.png,2019-04-05-13-49-39-857368-CAM1_pet-clair_grp644.png,pet-clair,644,0 days 00:00:00,2019-04-05 13:49:39
1520,2019-04-05-13-49-47-737036-CAM2_pet-clair.png,2019-04-05-13-49-47-737036-CAM2_pet-clair_grp645.png,pet-clair,645,0 days 00:00:08,2019-04-05 13:49:47
1521,2019-04-05-13-49-48-485786-CAM1_pet-clair.png,2019-04-05-13-49-48-485786-CAM1_pet-clair_grp645.png,pet-clair,645,0 days 00:00:01,2019-04-05 13:49:48
1522,2019-04-05-13-50-37-463280-CAM2_pet-clair.png,2019-04-05-13-50-37-463280-CAM2_pet-clair_grp646.png,pet-clair,646,0 days 00:00:49,2019-04-05 13:50:37
1523,2019-04-05-13-50-38-203688-CAM1_pet-clair.png,2019-04-05-13-50-38-203688-CAM1_pet-clair_grp646.png,pet-clair,646,0 days 00:00:01,2019-04-05 13:50:38
1524,2019-04-05-13-51-01-978998-CAM2_pet-clair.png,2019-04-05-13-51-01-978998-CAM2_pet-clair_grp647.png,pet-clair,647,0 days 00:00:23,2019-04-05 13:51:01
1525,2019-04-05-13-51-02-691315-CAM1_pet-clair.png,2019-04-05-13-51-02-691315-CAM1_pet-clair_grp647.png,pet-clair,647,0 days 00:00:01,2019-04-05 13:51:02
1526,2019-04-05-13-51-08-795717-CAM2_pet-clair.png,2019-04-05-13-51-08-795717-CAM2_pet-clair_grp648.png,pet-clair,648,0 days 00:00:06,2019-04-05 13:51:08
1527,2019-04-05-13-51-09-471314-CAM1_pet-clair.png,2019-04-05-13-51-09-471314-CAM1_pet-clair_grp648.png,pet-clair,648,0 days 00:00:01,2019-04-05 13:51:09
1528,2019-04-05-13-51-43-334881-CAM2_not-labeled.png,2019-04-05-13-51-43-334881-CAM2_not-labeled_grp649.png,not-labeled,649,0 days 00:00:34,2019-04-05 13:51:43
1529,2019-04-05-13-51-44-080335-CAM1_not-labeled.png,2019-04-05-13-51-44-080335-CAM1_not-labeled_grp649.png,not-labeled,649,0 days 00:00:01,2019-04-05 13:51:44
1530,2019-04-05-13-51-53-444103-CAM2_not-labeled.png,2019-04-05-13-51-53-444103-CAM2_pet-clair_grp650.png,pet-clair,650,0 days 00:00:09,2019-04-05 13:51:53
1531,2019-04-05-13-51-54-152261-CAM1_pet-clair.png,2019-04-05-13-51-54-152261-CAM1_pet-clair_grp650.png,pet-clair,650,0 days 00:00:01,2019-04-05 13:51:54
1532,2019-04-05-13-51-58-959263-CAM2_pet-clair.png,2019-04-05-13-51-58-959263-CAM2_godet-vide_grp651.png,godet-vide,651,0 days 00:00:04,2019-04-05 13:51:58
1533,2019-04-05-13-51-59-677935-CAM1_godet-vide.png,2019-04-05-13-51-59-677935-CAM1_godet-vide_grp651.png,godet-vide,651,0 days 00:00:01,2019-04-05 13:51:59
1534,2019-04-05-13-52-05-815948-CAM2_pet-clair.png,2019-04-05-13-52-05-815948-CAM2_pet-clair_grp652.png,pet-clair,652,0 days 00:00:06,2019-04-05 13:52:05
1535,2019-04-05-13-52-06-513233-CAM1_pet-clair.png,2019-04-05-13-52-06-513233-CAM1_pet-clair_grp652.png,pet-clair,652,0 days 00:00:01,2019-04-05 13:52:06
1536,2019-04-05-13-52-14-007041-CAM2_not-labeled.png,2019-04-05-13-52-14-007041-CAM2_pet-clair_grp653.png,pet-clair,653,0 days 00:00:08,2019-04-05 13:52:14
1537,2019-04-05-13-52-14-693110-CAM1_pet-clair.png,2019-04-05-13-52-14-693110-CAM1_pet-clair_grp653.png,pet-clair,653,0 days 00:00:00,2019-04-05 13:52:14
1538,2019-04-05-13-52-19-862513-CAM2_godet-vide.png,2019-04-05-13-52-19-862513-CAM2_godet-vide_grp654.png,godet-vide,654,0 days 00:00:05,2019-04-05 13:52:19
1539,2019-04-05-13-52-20-542804-CAM1_godet-vide.png,2019-04-05-13-52-20-542804-CAM1_godet-vide_grp654.png,godet-vide,654,0 days 00:00:01,2019-04-05 13:52:20
1540,2019-04-05-13-52-29-760789-CAM2_pet-clair.png,2019-04-05-13-52-29-760789-CAM2_pet-clair_grp655.png,pet-clair,655,0 days 00:00:09,2019-04-05 13:52:29
1541,2019-04-05-13-52-30-452925-CAM1_pet-clair.png,2019-04-05-13-52-30-452925-CAM1_pet-clair_grp655.png,pet-clair,655,0 days 00:00:01,2019-04-05 13:52:30
1542,2019-04-05-13-52-35-227960-CAM2_pet-clair.png,2019-04-05-13-52-35-227960-CAM2_pet-clair_grp656.png,pet-clair,656,0 days 00:00:05,2019-04-05 13:52:35
1543,2019-04-05-13-52-35-932100-CAM1_pet-clair.png,2019-04-05-13-52-35-932100-CAM1_pet-clair_grp656.png,pet-clair,656,0 days 00:00:00,2019-04-05 13:52:35
1544,2019-04-05-13-52-47-688915-CAM2_not-labeled.png,2019-04-05-13-52-47-688915-CAM2_pet-clair_grp657.png,pet-clair,657,0 days 00:00:12,2019-04-05 13:52:47
1545,2019-04-05-13-52-48-423942-CAM1_pet-clair.png,2019-04-05-13-52-48-423942-CAM1_pet-clair_grp657.png,pet-clair,657,0 days 00:00:01,2019-04-05 13:52:48
1546,2019-04-05-13-52-54-950195-CAM2_not-labeled.png,2019-04-05-13-52-54-950195-CAM2_pet-fonce_grp658.png,pet-fonce,658,0 days 00:00:06,2019-04-05 13:52:54
1547,2019-04-05-13-52-55-638575-CAM1_pet-fonce.png,2019-04-05-13-52-55-638575-CAM1_pet-fonce_grp658.png,pet-fonce,658,0 days 00:00:01,2019-04-05 13:52:55
1548,2019-04-05-13-53-01-383453-CAM2_pet-fonce.png,2019-04-05-13-53-01-383453-CAM2_pet-fonce_grp659.png,pet-fonce,659,0 days 00:00:06,2019-04-05 13:53:01
1549,2019-04-05-13-53-02-130488-CAM1_pet-fonce.png,2019-04-05-13-53-02-130488-CAM1_pet-fonce_grp659.png,pet-fonce,659,0 days 00:00:01,2019-04-05 13:53:02
1550,2019-04-05-13-53-06-680308-CAM2_not-labeled.png,2019-04-05-13-53-06-680308-CAM2_pet-fonce_grp660.png,pet-fonce,660,0 days 00:00:04,2019-04-05 13:53:06
1551,2019-04-05-13-53-07-377581-CAM1_pet-fonce.png,2019-04-05-13-53-07-377581-CAM1_pet-fonce_grp660.png,pet-fonce,660,0 days 00:00:01,2019-04-05 13:53:07
1552,2019-04-05-13-53-18-654161-CAM2_pet-fonce.png,2019-04-05-13-53-18-654161-CAM2_pet-fonce_grp661.png,pet-fonce,661,0 days 00:00:11,2019-04-05 13:53:18
1553,2019-04-05-13-53-19-452618-CAM1_pet-fonce.png,2019-04-05-13-53-19-452618-CAM1_pet-fonce_grp661.png,pet-fonce,661,0 days 00:00:01,2019-04-05 13:53:19
1554,2019-04-05-13-53-30-650013-CAM2_pet-fonce.png,2019-04-05-13-53-30-650013-CAM2_pet-fonce_grp662.png,pet-fonce,662,0 days 00:00:11,2019-04-05 13:53:30
1555,2019-04-05-13-53-31-374019-CAM1_pet-fonce.png,2019-04-05-13-53-31-374019-CAM1_pet-fonce_grp662.png,pet-fonce,662,0 days 00:00:01,2019-04-05 13:53:31
1556,2019-04-05-13-53-43-701528-CAM2_pet-clair.png,2019-04-05-13-53-43-701528-CAM2_pet-clair_grp663.png,pet-clair,663,0 days 00:00:12,2019-04-05 13:53:43
1557,2019-04-05-13-53-44-427670-CAM1_pet-clair.png,2019-04-05-13-53-44-427670-CAM1_pet-clair_grp663.png,pet-clair,663,0 days 00:00:01,2019-04-05 13:53:44
1558,2019-04-05-13-53-50-172357-CAM2_pet-clair.png,2019-04-05-13-53-50-172357-CAM2_pet-clair_grp664.png,pet-clair,664,0 days 00:00:06,2019-04-05 13:53:50
1559,2019-04-05-13-53-50-928996-CAM1_pet-clair.png,2019-04-05-13-53-50-928996-CAM1_pet-clair_grp664.png,pet-clair,664,0 days 00:00:00,2019-04-05 13:53:50
1560,2019-04-05-13-53-56-667531-CAM2_pet-clair.png,2019-04-05-13-53-56-667531-CAM2_pet-clair_grp665.png,pet-clair,665,0 days 00:00:06,2019-04-05 13:53:56
1561,2019-04-05-13-53-57-355488-CAM1_pet-clair.png,2019-04-05-13-53-57-355488-CAM1_pet-clair_grp665.png,pet-clair,665,0 days 00:00:01,2019-04-05 13:53:57
1562,2019-04-05-13-54-03-425578-CAM2_pet-clair.png,2019-04-05-13-54-03-425578-CAM2_pet-clair_grp666.png,pet-clair,666,0 days 00:00:06,2019-04-05 13:54:03
1563,2019-04-05-13-54-04-084301-CAM1_pet-clair.png,2019-04-05-13-54-04-084301-CAM1_pet-clair_grp666.png,pet-clair,666,0 days 00:00:01,2019-04-05 13:54:04
1564,2019-04-05-13-54-09-247029-CAM2_pet-clair.png,2019-04-05-13-54-09-247029-CAM2_pet-clair_grp667.png,pet-clair,667,0 days 00:00:05,2019-04-05 13:54:09
1565,2019-04-05-13-54-09-926760-CAM1_pet-clair.png,2019-04-05-13-54-09-926760-CAM1_pet-clair_grp667.png,pet-clair,667,0 days 00:00:00,2019-04-05 13:54:09
1566,2019-04-05-13-54-15-673529-CAM2_pet-clair.png,2019-04-05-13-54-15-673529-CAM2_pet-clair_grp668.png,pet-clair,668,0 days 00:00:06,2019-04-05 13:54:15
1567,2019-04-05-13-54-16-417262-CAM1_pet-clair.png,2019-04-05-13-54-16-417262-CAM1_pet-clair_grp668.png,pet-clair,668,0 days 00:00:01,2019-04-05 13:54:16
1568,2019-04-05-13-54-20-619761-CAM2_pet-clair.png,2019-04-05-13-54-20-619761-CAM2_pet-clair_grp669.png,pet-clair,669,0 days 00:00:04,2019-04-05 13:54:20
1569,2019-04-05-13-54-21-342239-CAM1_not-labeled.png,2019-04-05-13-54-21-342239-CAM1_pet-clair_grp669.png,pet-clair,669,0 days 00:00:01,2019-04-05 13:54:21
1570,2019-04-05-13-54-37-345420-CAM2_not-labeled.png,2019-04-05-13-54-37-345420-CAM2_pet-clair_grp670.png,pet-clair,670,0 days 00:00:16,2019-04-05 13:54:37
1571,2019-04-05-13-54-38-007425-CAM1_pet-clair.png,2019-04-05-13-54-38-007425-CAM1_pet-clair_grp670.png,pet-clair,670,0 days 00:00:01,2019-04-05 13:54:38
1572,2019-04-05-13-54-45-301225-CAM2_pet-fonce.png,2019-04-05-13-54-45-301225-CAM2_pet-fonce_grp671.png,pet-fonce,671,0 days 00:00:07,2019-04-05 13:54:45
1573,2019-04-05-13-54-45-992327-CAM1_pet-fonce.png,2019-04-05-13-54-45-992327-CAM1_pet-fonce_grp671.png,pet-fonce,671,0 days 00:00:00,2019-04-05 13:54:45
1574,2019-04-05-13-54-51-346039-CAM2_pet-fonce.png,2019-04-05-13-54-51-346039-CAM2_pet-fonce_grp672.png,pet-fonce,672,0 days 00:00:06,2019-04-05 13:54:51
1575,2019-04-05-13-54-52-075703-CAM1_not-labeled.png,2019-04-05-13-54-52-075703-CAM1_pet-fonce_grp672.png,pet-fonce,672,0 days 00:00:01,2019-04-05 13:54:52
1576,2019-04-05-13-54-56-270028-CAM2_pet-fonce.png,2019-04-05-13-54-56-270028-CAM2_pet-fonce_grp673.png,pet-fonce,673,0 days 00:00:04,2019-04-05 13:54:56
1577,2019-04-05-13-54-56-976215-CAM1_pet-fonce.png,2019-04-05-13-54-56-976215-CAM1_pet-fonce_grp673.png,pet-fonce,673,0 days 00:00:00,2019-04-05 13:54:56
1578,2019-04-05-13-55-01-749678-CAM2_not-labeled.png,2019-04-05-13-55-01-749678-CAM2_pet-fonce_grp674.png,pet-fonce,674,0 days 00:00:05,2019-04-05 13:55:01
1579,2019-04-05-13-55-02-459555-CAM1_pet-fonce.png,2019-04-05-13-55-02-459555-CAM1_pet-fonce_grp674.png,pet-fonce,674,0 days 00:00:01,2019-04-05 13:55:02
1580,2019-04-05-13-55-16-163964-CAM2_pet-fonce.png,2019-04-05-13-55-16-163964-CAM2_pet-fonce_grp675.png,pet-fonce,675,0 days 00:00:14,2019-04-05 13:55:16
1581,2019-04-05-13-55-16-857856-CAM1_pet-fonce.png,2019-04-05-13-55-16-857856-CAM1_pet-fonce_grp675.png,pet-fonce,675,0 days 00:00:00,2019-04-05 13:55:16
1582,2019-04-05-13-55-50-139945-CAM2_pet-clair.png,2019-04-05-13-55-50-139945-CAM2_pet-clair_grp676.png,pet-clair,676,0 days 00:00:34,2019-04-05 13:55:50
